Location,Category,Amenity,Amenity Location,Name,Distance
"(39.14274, -84.52042)",Food and Drink,restaurant,"(-84.51845494057838, 39.14360329103685)",Dewey's Pizza,285.57399999999996
"(39.14274, -84.52042)",Religion,place_of_worship,"(-84.51956400150935, 39.14511380153114)",Immanuel Presbyterian Church,380.714
"(39.14274, -84.52042)",Food and Drink,restaurant,"(-84.521455, 39.1440015)",Ambar India Restaurant,284.79999999999995
"(39.14274, -84.52042)",Finance,bank,"(-84.52345830000002, 39.14392645)",,418.841
"(39.14274, -84.52042)",Religion,place_of_worship,"(-84.51850288226288, 39.14433976351605)",Clifton United Methodist Church,368.96799999999996
"(39.13726, -84.5075)",Food and Drink,restaurant,"(-84.5123034, 39.1386398)",Cactus Pear,412.64300000000003
"(39.13726, -84.5075)",Education,university,"(-84.50515945312505, 39.13781598540399)",University of Cincinnati Medical Campus,277.421
"(39.13726, -84.5075)",Healthcare,hospital,"(-84.50353391885812, 39.137845794318004)",University of Cincinnati Medical Center,461.962
"(39.13726, -84.5075)",Healthcare,hospital,"(-84.50840679515014, 39.13903095039866)",Cincinnati VA Medical Center,272.278
"(39.13726, -84.5075)",Healthcare,clinic,"(-84.50482112623648, 39.13584122336935)",UC Health Gardner Neuroscience Institute,339.045
"(39.09996, -84.51295)",Education,library,"(-84.5109365, 39.1006371)",Mercantile Library,259.57500000000005
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5127421, 39.1008837)",McCormick & Schmick's,159.031
"(39.09996, -84.51295)",Food and Drink,ice_cream,"(-84.5118525, 39.1014923)",Graeter's,290.21500000000003
"(39.09996, -84.51295)",Food and Drink,cafe,"(-84.5129052, 39.1000664)",Starbucks,20.558
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5156392, 39.1006136)",Red Roost Tavern,458.063
"(39.09996, -84.51295)",Food and Drink,cafe,"(-84.5105457, 39.1007461)",Kitty’s Coffee,309.28100000000006
"(39.09996, -84.51295)",Services,post_office,"(-84.5138595, 39.1018523)",United States Post Office,264.807
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5120515, 39.1008023)",Ingredients,188.072
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5131858, 39.1036172)",Madonna’s Bar & Grill,489.5609999999999
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5137986, 39.1035148)",Skyline Chili,447.27199999999993
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5141545, 39.1009046)",The Bar at Palm Court,139.895
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5151056, 39.1015708)",Americano,391.99000000000007
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5149044, 39.1011461)",Mita’s,484.3380000000001
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5143692, 39.100855)",Orchid’s at Palm Court,484.3380000000001
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5142801, 39.1008807)",The Grille at Palm Court,484.3380000000001
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5130975, 39.10095)",Morton's The Steakhouse,142.121
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5134409, 39.0988026)",Blind Pig,263.16
"(39.09996, -84.51295)",Food and Drink,bar,"(-84.5135462, 39.0992003)",O'Malley’s in the Alley,179.386
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5151463, 39.1018325)",Maplewood Kitchen and Bar,407.477
"(39.09996, -84.51295)",Food and Drink,bar,"(-84.5151776, 39.1019787)",Tokyo Kitty,407.477
"(39.09996, -84.51295)",Food and Drink,bar,"(-84.5124206, 39.100223)",Aster Social Sippery,34.274
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5130369, 39.1006993)",Subway,106.366
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5129173, 39.1019407)",Chipotle,246.01799999999997
"(39.09996, -84.51295)",Finance,bank,"(-84.5114679, 39.1010969)",U.S. Bank,274.746
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5111111, 39.1009709)",Subway,259.57500000000005
"(39.09996, -84.51295)",Finance,bank,"(-84.5112041, 39.1000312)",KeyBank,327.29200000000003
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5117125, 39.1015237)",Dunkin',290.21500000000003
"(39.09996, -84.51295)",Finance,bank,"(-84.5134181, 39.1020074)",Huntington Bank,274.728
"(39.09996, -84.51295)",Food and Drink,cafe,"(-84.5134695, 39.1019757)",Kidd Coffee,274.728
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5136008, 39.0999503)",Domino's,135.4
"(39.09996, -84.51295)",Finance,atm,"(-84.5129283, 39.1002483)",,71.154
"(39.09996, -84.51295)",Finance,bank,"(-84.5134019, 39.1035813)",PNC Bank,447.27199999999993
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5118826, 39.100732)",Dunkin',189.34400000000002
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5108937, 39.1011904)",Currito,338.28400000000005
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5136343, 39.1009721)",Frisch's Big Boy,139.895
"(39.09996, -84.51295)",Finance,bank,"(-84.5131459, 39.1010521)",Chase,165.556
"(39.09996, -84.51295)",Food and Drink,bar,"(-84.5149087, 39.0994661)",Bromwell’s HÄRTH Lounge,127.76400000000001
"(39.09996, -84.51295)",Finance,bank,"(-84.5092653, 39.1014489)",PNC Bank,437.34700000000004
"(39.09996, -84.51295)",Food and Drink,cafe,"(-84.5186755, 39.0991711)",Deeper Roots Coffee,490.76000000000005
"(39.09996, -84.51295)",Food and Drink,fast_food,"(-84.5184686, 39.0989549)",Better Blend Smoothies,490.76000000000005
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5163443, 39.0982217)",Kitty's Sports Bar Grill,411.78
"(39.09996, -84.51295)",Food and Drink,cafe,"(-84.5134296, 39.0987071)",Lola's Cafe,263.16
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5133545, 39.0969292)",E+O Kitchen,461.76400000000007
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5123038, 39.1001217)",Sleepy Bee Cafe,52.226
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5132958, 39.1013143)",Royce,180.59300000000002
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.513341, 39.1015673)",Jeff Ruby’s Steakhouse,219.19400000000002
"(39.09996, -84.51295)",Finance,atm,"(-84.5122799, 39.0999185)",First Financial Bank,52.226
"(39.09996, -84.51295)",Finance,bank,"(-84.5124339, 39.0998479)",First Financial Bank,52.226
"(39.09996, -84.51295)",Food and Drink,restaurant,"(-84.5132905, 39.103161)",HARU,377.2559999999999
"(39.09996, -84.51295)",Transportation,bus_station,"(-84.51058019933753, 39.10153960228904)",Government Square Transit Center,367.538
"(39.09996, -84.51295)",Services,courthouse,"(-84.51066850770442, 39.101893256528555)",Potter Stewart U.S. Courthouse,396.97700000000003
"(39.09996, -84.51295)",Transportation,bus_station,"(-84.51217140255528, 39.09795323515736)",Riverfront Transit Center,484.9960000000001
"(39.11247, -84.50821)",Food and Drink,restaurant,"(-84.5105569, 39.1121594)",Nicola’s,289.56100000000004
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.5125958, 39.1122468)",,468.201
"(39.11247, -84.50821)",Food and Drink,cafe,"(-84.5123417, 39.1129403)",Boba Cha,369.89
"(39.11247, -84.50821)",Food and Drink,bar,"(-84.5125632, 39.1121178)",Liberty's Bar & Bottle Shop,468.201
"(39.11247, -84.50821)",Food and Drink,ice_cream,"(-84.5084009, 39.1102298)",Pendleton Parlor Ice Cream & Cookie Dough,442.465
"(39.11247, -84.50821)",Food and Drink,pub,"(-84.5086476, 39.1102017)",Braxton Cincinnati,460.80899999999997
"(39.11247, -84.50821)",Other,car_wash,"(-84.5063786, 39.1108748)",Mister Bubbles Complete Care Detailing,320.79200000000003
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.51105949124147, 39.11220186442538)",Salem United Church of Christ,328.35400000000004
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.51046657455596, 39.11174528772882)",Greater Golden Gate Missionary Baptist Church,351.761
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.50766571914174, 39.11059660009622)",Saint Mary Baptist Church,347.413
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.5070065, 39.112168100000005)",Greater Fellowship Baptist Church,176.585
"(39.11247, -84.50821)",Food and Drink,pub,"(-84.51058949953801, 39.113401814492384)",Miltons,315.316
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.5122613653468, 39.11311270252448)",Main Street Chapel,414.722
"(39.11247, -84.50821)",Entertainment,theatre,"(-84.51192283188163, 39.1113680539823)",Woodward Theatre,462.96400000000006
"(39.11247, -84.50821)",Religion,place_of_worship,"(-84.51099296795577, 39.11188638859534)",Universal Church of Christ,328.35400000000004
"(39.11247, -84.50821)",Entertainment,arts_centre,"(-84.50662567224613, 39.11114014525221)",Pendleton Arts Center,320.79200000000003
"(39.11247, -84.50821)",Entertainment,arts_centre,"(-84.50655125000002, 39.1108282)",Pendleton Art Center Studios @ 510,320.79200000000003
"(39.11247, -84.50821)",Entertainment,arts_centre,"(-84.50678238415816, 39.11079405278777)",Pendleton Art Center Annex,264.504
"(39.10918, -84.52477)",Entertainment,theatre,"(-84.51920748328146, 39.10939353795384)",Music Hall,452.25900000000007
"(39.10918, -84.52477)",Religion,place_of_worship,"(-84.52742465107143, 39.108907779327126)",Saint Joseph Catholic Church,272.086
"(39.10918, -84.52477)",Services,police,"(-84.52085011859704, 39.10956961271002)",District 1 Police Station,421.57000000000005
"(39.10918, -84.52477)",Education,school,"(-84.52707549283994, 39.108875705020175)",Saint Joseph Catholic Church and School,237.96400000000003
"(39.10918, -84.52477)",Education,school,"(-84.5267977831961, 39.10893755870835)",Saint Joseph Catholic School,183.63400000000001
"(39.10918, -84.52477)",Education,school,"(-84.5247008654145, 39.10658883123543)",Hays-Porter Elementary School,429.501
"(39.10918, -84.52477)",Education,school,"(-84.52367509083662, 39.10866948339488)",Robert A. Taft Information Technology High School,146.728
"(39.10994, -84.50856)",Education,library,"(-84.5102903, 39.1074657)",Cincinnati Law Library,363.66400000000004
"(39.10994, -84.50856)",Entertainment,cinema,"(-84.5122383, 39.110695)",The Mini,473.934
"(39.10994, -84.50856)",Food and Drink,cafe,"(-84.5115944, 39.1104724)",Collective Espresso,367.51
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.5121941, 39.1105724)",Mr. Pitiful's,409.84799999999996
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.5123402, 39.111099)",MOTR Pub,481.332
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5114524, 39.1091052)",The Drinkery,423.572
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5113795, 39.1088678)",Japp’s Since 1879,379.64300000000003
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5118426, 39.1092027)",Goodfellas Pizzeria,423.572
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5111952, 39.1093695)",Rosedale,364.39199999999994
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5073025, 39.1078344)",Jack Binion’s Steakhouse,380.38399999999996
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5105569, 39.1121594)",Nicola’s,402.957
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5118211, 39.1091167)",The Hub,423.572
"(39.10994, -84.50856)",Finance,atm,"(-84.5113313, 39.1083965)",U.S. Bank,471.56499999999994
"(39.10994, -84.50856)",Finance,bank,"(-84.5112494, 39.1083946)",U.S. Bank,471.56499999999994
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.508276, 39.1097757)",Nation Kitchen and Bar,27.430999999999997
"(39.10994, -84.50856)",Food and Drink,cafe,"(-84.5083364, 39.1099149)",Urbana Cafe,0.0
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5124497, 39.108539)",Rhinehaus,467.542
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5126641, 39.1085275)",Revel OTR Urban Winery,482.59
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5060795, 39.1084316)",Bobby’s Burger Palace,295.2939999999999
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5127973, 39.1096956)",Longfellow,415.98199999999997
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5119275, 39.1111356)",The Pony,481.332
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5084924, 39.1095478)",Lucius Q,51.556
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5118372, 39.1091727)",Wiseguy Lounge,423.572
"(39.10994, -84.50856)",Food and Drink,fast_food,"(-84.5118958, 39.1107166)",Boom Box Buns,409.84799999999996
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5112921, 39.1085196)",Pins Mechanical Company,471.56499999999994
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5117736, 39.108958)",Aladdin’s Eatery + Lounge,423.572
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.511753, 39.1088867)",LOCOBA by Platform Beer Co.,379.64300000000003
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.511431, 39.1092872)",Wodka Bar Pierogies Window,364.39199999999994
"(39.10994, -84.50856)",Food and Drink,ice_cream,"(-84.5084009, 39.1102298)",Pendleton Parlor Ice Cream & Cookie Dough,44.801
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.5086476, 39.1102017)",Braxton Cincinnati,63.145
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5085652, 39.1100315)",CHX,9.031
"(39.10994, -84.50856)",Healthcare,clinic,"(-84.5093546, 39.1086594)",Over-the-Rhine MediCenter,172.354
"(39.10994, -84.50856)",Other,car_wash,"(-84.5063786, 39.1108748)",Mister Bubbles Complete Care Detailing,331.55800000000005
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5085535, 39.1097591)",Boomtown Biscuits & Whiskey,51.556
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.513569, 39.1095632)",Homemaker's Bar,485.20799999999997
"(39.10994, -84.50856)",Food and Drink,fast_food,"(-84.5100283, 39.1084868)",Subway,295.144
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5115374, 39.1092916)",Wodka Bar,423.572
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5122497, 39.1099952)",13th Street Alley,381.926
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5099205, 39.1097371)",Bar Saseo,222.839
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.5097309, 39.1097696)",Pata Roja Taqueria,118.714
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.5136495, 39.1095722)",Fifty Fufty Gin Bar,485.20799999999997
"(39.10994, -84.50856)",Services,courthouse,"(-84.50894529901775, 39.10744953164271)",Hamilton County Justice Center,325.99000000000007
"(39.10994, -84.50856)",Services,fire_station,"(-84.50772475965626, 39.10611046436135)",Fire Station 3,491.894
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.51235724014666, 39.1095093233668)",Old Saint Mary’s Church,460.733
"(39.10994, -84.50856)",Food and Drink,pub,"(-84.50909506690513, 39.108711995372346)",Brewdog Cincinnati,172.354
"(39.10994, -84.50856)",Food and Drink,bar,"(-84.51090409877567, 39.10905239467113)",Treehouse Patio Bar,392.88499999999993
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.51187510000001, 39.109237900000004)",John Three Sixteen Baptist Church,423.572
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.51105949124147, 39.11220186442538)",Salem United Church of Christ,457.18899999999996
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.51046657455596, 39.11174528772882)",Greater Golden Gate Missionary Baptist Church,344.052
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.50766571914174, 39.11059660009622)",Saint Mary Baptist Church,279.59900000000005
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.5070065, 39.112168100000005)",Greater Fellowship Baptist Church,484.236
"(39.10994, -84.50856)",Entertainment,theatre,"(-84.51192283188163, 39.1113680539823)",Woodward Theatre,442.611
"(39.10994, -84.50856)",Religion,place_of_worship,"(-84.51099296795577, 39.11188638859534)",Universal Church of Christ,457.18899999999996
"(39.10994, -84.50856)",Entertainment,arts_centre,"(-84.50662567224613, 39.11114014525221)",Pendleton Arts Center,331.55800000000005
"(39.10994, -84.50856)",Entertainment,arts_centre,"(-84.50655125000002, 39.1108282)",Pendleton Art Center Studios @ 510,331.55800000000005
"(39.10994, -84.50856)",Entertainment,arts_centre,"(-84.50678238415816, 39.11079405278777)",Pendleton Art Center Annex,275.27000000000004
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.51035126066175, 39.10953317000627)",Sugar n' Spice Diner,195.67700000000002
"(39.10994, -84.50856)",Food and Drink,restaurant,"(-84.51135650836484, 39.10898876358428)",LouVino OTR Restaurant & Wine Bar,340.13300000000004
"(39.13655, -84.50105)",Food and Drink,fast_food,"(-84.5026857, 39.1350868)",Chipotle,325.493
"(39.13655, -84.50105)",Healthcare,clinic,"(-84.49967609465367, 39.13697841099728)",University of Cincinnati Medical Center Psychiatric Services at Ridgeway,320.918
"(39.13655, -84.50105)",Food and Drink,fast_food,"(-84.50002270846325, 39.134840954925636)",McDonald's,227.961
"(39.13655, -84.50105)",Food and Drink,restaurant,"(-84.50258629999999, 39.132830150000004)",Mecklenburg Gardens,491.267
"(39.13655, -84.50105)",Healthcare,hospital,"(-84.50119681281434, 39.13761598204179)",Shriners Hospital for Children,206.447
"(39.13655, -84.50105)",Food and Drink,fast_food,"(-84.49929455, 39.13477025)",Dunkin',350.07599999999996
"(39.13655, -84.50105)",Healthcare,clinic,"(-84.50482112623648, 39.13584122336935)",UC Health Gardner Neuroscience Institute,419.325
"(39.13655, -84.50105)",Healthcare,hospital,"(-84.49969796274885, 39.137404912796995)",Ridgeway Pavilion,471.04300000000006
"(39.13655, -84.50105)",Education,school,"(-84.5018840160708, 39.13415110240177)",,376.133
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.5190419, 39.143564)",Skyline Chili,386.99699999999996
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.5196964, 39.1437241)",Biagio’s Bistro,448.262
"(39.1423, -84.51537)",Food and Drink,pub,"(-84.5196883, 39.1434157)",Arlin’s Bar & Restaurant,417.15999999999997
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.5202824, 39.1435172)",China Kitchen,464.954
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.5200678, 39.1437096)",Los Potrillos Mexican Restaurant Bar & Grill,462.882
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.51988, 39.1436815)",Mediterranean Foods,462.882
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.5189149, 39.1434995)",J. Gumbo’s Clifton,350.27
"(39.1423, -84.51537)",Food and Drink,bar,"(-84.5201455, 39.1439309)",Back Alley Bar,492.726
"(39.1423, -84.51537)",Entertainment,cinema,"(-84.5201912547665, 39.14396408005258)",Esquire Theatre,492.726
"(39.1423, -84.51537)",Services,fire_station,"(-84.51950775133433, 39.143282449709716)",Fire Station 34,417.15999999999997
"(39.1423, -84.51537)",Food and Drink,ice_cream,"(-84.51969107382637, 39.142353155279025)",United Dairy Farmers,498.0689999999999
"(39.1423, -84.51537)",Other,fuel,"(-84.51952240485821, 39.14284972683394)",Shell,475.6379999999999
"(39.1423, -84.51537)",Education,library,"(-84.51494298942082, 39.14249576147068)",Clifton Branch Library,38.484
"(39.1423, -84.51537)",Food and Drink,restaurant,"(-84.51845494057838, 39.14360329103685)",Dewey's Pizza,474.4189999999999
"(39.11904, -84.52666)",Food and Drink,bar,"(-84.5223385, 39.1186224)",Off Track Brewing Company,446.894
"(39.11904, -84.52666)",Religion,place_of_worship,"(-84.52338293210693, 39.11890772487421)",River of Life Church,462.714
"(39.08306, -84.51151)",Education,school,"(-84.5063315, 39.0836713)",La Salette Academy,452.637
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.5061111, 39.0797222)",Lane Chapel Christian Methodist Episcopal Church,160.964
"(39.08306, -84.51151)",Food and Drink,cafe,"(-84.510154, 39.0860499)",Blend,160.964
"(39.08306, -84.51151)",Other,fuel,"(-84.5145701, 39.0864065)",Circle K,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,bar,"(-84.5104087, 39.0838973)",The Hannaford at Pike & Madison,160.964
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.51064014470597, 39.087492120335014)",Trinity Episcopal Church,160.964
"(39.08306, -84.51151)",Food and Drink,pub,"(-84.51080493666274, 39.082916735081255)",Braxton Brewing,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.5096969217236, 39.0837218880352)",Coppin's Restaurant & Bar,160.964
"(39.08306, -84.51151)",Services,post_office,"(-84.50791253360462, 39.08336993012356)",Covington Post Office,160.964
"(39.08306, -84.51151)",Finance,bank,"(-84.5121276200621, 39.08661587899948)",Fifth Third Bank,0.0
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51092437141246, 39.08182133901172)",Libby's Southern Comfort,0.0
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.5105131450146, 39.08188206013119)",Purrfect Day Cat Café,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51720579385174, 39.08559734669998)",The Standard Covington,402.20799999999997
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.51141442856321, 39.08591974562804)",First Christian Church,160.964
"(39.08306, -84.51151)",Finance,bank,"(-84.51036156117112, 39.08694772975584)",PNC Bank,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51114946601763, 39.0864919039526)",LaRosa's Pizzeria,160.964
"(39.08306, -84.51151)",Healthcare,pharmacy,"(-84.50891211801539, 39.08639204328823)",Ruwe Family Pharmacy,160.964
"(39.08306, -84.51151)",Food and Drink,fast_food,"(-84.50821185, 39.08481525)",Lee's Famous Recipe Chicken,160.964
"(39.08306, -84.51151)",Services,fire_station,"(-84.50725871037005, 39.08063765214222)",Covington Fire Company 1,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51025877253647, 39.082826208379934)",City Goat,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51024439707952, 39.0831427668737)",Rich's Proper Food and Drink,160.964
"(39.08306, -84.51151)",Education,library,"(-84.50856392654472, 39.0855424564808)",Mary Ann Mongan Library,160.964
"(39.08306, -84.51151)",Services,townhall,"(-84.51107123092577, 39.08398338072893)",Covington City Hall,160.964
"(39.08306, -84.51151)",Food and Drink,fast_food,"(-84.5172155117186, 39.0851637019734)",Popeyes,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,pub,"(-84.50883183515838, 39.08753576340364)",Molly Malone’s,160.964
"(39.08306, -84.51151)",Other,fuel,"(-84.51556218182203, 39.085237756205416)",,402.20799999999997
"(39.08306, -84.51151)",Finance,bank,"(-84.51096778033912, 39.08594269949132)",Citizens Federal Savings & Loan Association,160.964
"(39.08306, -84.51151)",Education,school,"(-84.51409167267067, 39.08028184837507)",John G. Carlisle Elementary School,402.20799999999997
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.50653769735821, 39.07994494457796)",Saint James African Methodist Episcopal Church,160.964
"(39.08306, -84.51151)",Education,school,"(-84.50759262236103, 39.07852011994288)",Covington Latin School,160.964
"(39.08306, -84.51151)",Entertainment,arts_centre,"(-84.50696056105153, 39.08011562627799)",The Carnegie,160.964
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.50879728350098, 39.08022987233383)",Madison Avenue Baptist Church,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51720288077853, 39.07853773225732)",Anchor Grill,402.20799999999997
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.5090225, 39.08156245)",Ninth Street Methodist Church,160.964
"(39.08306, -84.51151)",Other,fuel,"(-84.51678727581401, 39.07900119090075)",Marathon,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51725492023137, 39.084440754255226)",Lisse Steakhuis,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51724774423616, 39.08471633408094)",Bourbon Haus 1841,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,cafe,"(-84.50710429946837, 39.083789813678464)",Left Bank Coffeehouse,160.964
"(39.08306, -84.51151)",Food and Drink,bar,"(-84.51731684555567, 39.08280586365847)",Craft's & Vines,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51729595752788, 39.084022349692724)",Frida 602,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,cafe,"(-84.5173113980183, 39.082887972073756)",Bean Haus Coffee Shop & Bakery,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51732064868338, 39.08330232444213)",Zola Pub and Grill,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,pub,"(-84.51730629443503, 39.083172012787394)",Strausse Haus,402.20799999999997
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51728281065478, 39.08389140664498)",Mac's Pizza Pub Covington,402.20799999999997
"(39.08306, -84.51151)",Education,college,"(-84.50936894201908, 39.085420584295996)",Gateway Community & Technical College Urban Metro Campus,160.964
"(39.08306, -84.51151)",Education,school,"(-84.50629709200159, 39.07837548091581)",Bishop Howard School,160.964
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.50834628657347, 39.078326531967896)",Cathedral Basilica of the Assumption,160.964
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.512694590429, 39.08396241874769)",Mother of God Catholic Church,0.0
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.50630241312592, 39.07996778601187)",,160.964
"(39.08306, -84.51151)",Religion,place_of_worship,"(-84.50600787690655, 39.07972924697306)",,160.964
"(39.08306, -84.51151)",Services,fire_station,"(-84.50719938234711, 39.08066552583573)",,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51134399147396, 39.08286137151422)",Parlor on Seventh,0.0
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51036312080421, 39.08556155833788)",Riverside Korean Restaurant,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51092036542968, 39.08513491470915)",Kung Food Amerasia,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51051357938044, 39.08309596487608)",Mck's BBQ,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51037302098429, 39.08351102072394)",Agave & Rye-Covington,160.964
"(39.08306, -84.51151)",Food and Drink,restaurant,"(-84.51044462989772, 39.08564580174465)",Wabi Sabi Covington,160.964
"(39.08505, -84.50893)",Education,school,"(-84.5063315, 39.0836713)",La Salette Academy,291.67300000000006
"(39.08505, -84.50893)",Religion,place_of_worship,"(-84.5061111, 39.0891667)",Church of Christ,291.67300000000006
"(39.08505, -84.50893)",Transportation,bus_station,"(-84.5106065, 39.0888384)",Covington Transit Center,0.0
"(39.08505, -84.50893)",Food and Drink,cafe,"(-84.5117626, 39.0889662)",Starbucks,0.0
"(39.08505, -84.50893)",Food and Drink,restaurant,"(-84.5099015, 39.0883059)",Skyline Chili,0.0
"(39.08505, -84.50893)",Food and Drink,restaurant,"(-84.5085436, 39.0882588)",Smoke Justis,284.03700000000003
"(39.08505, -84.50893)",Food and Drink,cafe,"(-84.510154, 39.0860499)",Blend,0.0
"(39.08505, -84.50893)",Healthcare,dentist,"(-84.5077075, 39.0880365)",Applegate Dentistry,291.67300000000006
"(39.08505, -84.50893)",Food and Drink,bar,"(-84.5077236, 39.0880979)",Sidebar,291.67300000000006
